"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @01_TheWinner_: YANG PUNYA GAWE AKAN  MENGHANCURKAN NKRI. ...
MALAH SANTAI2 DI WINA AUSTRIA.

CECUNGUK2NYA BLINGSATAN SENDIRI. ....
BODO…",FALSE,0,NA,2019-05-29 15:34:07,FALSE,NA,"1133758426620628992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JeAbdullah4",10,TRUE,FALSE,NA,NA
"RT @do_ra_dong: Sebenarnya yang justru dikuatirkan adalah keselamatan Prabowo Subianto dan timnya 

Sudah dikriminalisasi, handphonenya dik…",FALSE,0,NA,2019-05-29 15:31:06,FALSE,NA,"1133757664809213952",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MeongEmpus",1026,TRUE,FALSE,NA,NA
"Sandiaga S Uno memastikan Prabowo Subianto tak akan lama berada di luar negeri.  #PrabowokeLuarNegeri https://t.co/3vvxDra6YA",FALSE,1,NA,2019-05-29 15:30:03,FALSE,NA,"1133757401847349249",NA,"<a href=""http://www.jpnn.com"" rel=""nofollow"">JPNN News Update</a>","jpnncom",0,FALSE,FALSE,NA,NA
"RT @IndoPluralitas: Tim Mawar merupakan sebuah tim yang dibentuk dibawah Grup IV Komando Pasukan Khusus (Kopassus) berdasar perintah langsu…",FALSE,0,NA,2019-05-29 15:29:18,FALSE,NA,"1133757211732086784",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MNat_1",9,TRUE,FALSE,NA,NA
"RT @01_TheWinner_: YANG PUNYA GAWE AKAN  MENGHANCURKAN NKRI. ...
MALAH SANTAI2 DI WINA AUSTRIA.

CECUNGUK2NYA BLINGSATAN SENDIRI. ....
BODO…",FALSE,0,NA,2019-05-29 15:29:10,FALSE,NA,"1133757181814165505",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sirodjudin01",10,TRUE,FALSE,NA,NA
"RT @do_ra_dong: Sebenarnya yang justru dikuatirkan adalah keselamatan Prabowo Subianto dan timnya 

Sudah dikriminalisasi, handphonenya dik…",FALSE,0,NA,2019-05-29 15:28:52,FALSE,NA,"1133757105742073856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Oneblod2",1026,TRUE,FALSE,NA,NA
"RT @01_TheWinner_: YANG PUNYA GAWE AKAN  MENGHANCURKAN NKRI. ...
MALAH SANTAI2 DI WINA AUSTRIA.

CECUNGUK2NYA BLINGSATAN SENDIRI. ....
BODO…",FALSE,0,NA,2019-05-29 15:28:49,FALSE,NA,"1133757092425109505",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","singa_com",10,TRUE,FALSE,NA,NA
"RT @do_ra_dong: Sebenarnya yang justru dikuatirkan adalah keselamatan Prabowo Subianto dan timnya 

Sudah dikriminalisasi, handphonenya dik…",FALSE,0,NA,2019-05-29 15:27:48,FALSE,NA,"1133756837742776321",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nadimusar",1026,TRUE,FALSE,NA,NA
"RT @do_ra_dong: Sebenarnya yang justru dikuatirkan adalah keselamatan Prabowo Subianto dan timnya 

Sudah dikriminalisasi, handphonenya dik…",FALSE,0,NA,2019-05-29 15:25:02,FALSE,NA,"1133756138523045888",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","agustapratama",1026,TRUE,FALSE,NA,NA
"RT @do_ra_dong: Sebenarnya yang justru dikuatirkan adalah keselamatan Prabowo Subianto dan timnya 

Sudah dikriminalisasi, handphonenya dik…",FALSE,0,NA,2019-05-29 15:24:51,FALSE,NA,"1133756093912342528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kuroo2",1026,TRUE,FALSE,NA,NA
"Beredar Foto Prabowo Subianto Saat Berada di Viena, Austria https://t.co/Z82ybPoRLc",FALSE,0,NA,2019-05-29 15:24:48,FALSE,NA,"1133756082575224834",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","desfandri",0,FALSE,FALSE,NA,NA
"Beredar Foto Prabowo Subianto Saat Berada di Viena, Austria - https://t.co/wwwVPs8RCj https://t.co/Z82ybPoRLc",FALSE,0,NA,2019-05-29 15:24:34,FALSE,NA,"1133756020545576960",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","desfandri",0,FALSE,FALSE,NA,NA
"RT @do_ra_dong: Sebenarnya yang justru dikuatirkan adalah keselamatan Prabowo Subianto dan timnya 

Sudah dikriminalisasi, handphonenya dik…",FALSE,0,NA,2019-05-29 15:16:52,FALSE,NA,"1133754083855065088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Eka50042660",1026,TRUE,FALSE,NA,NA
"YANG PUNYA GAWE AKAN  MENGHANCURKAN NKRI. ...
MALAH SANTAI2 DI WINA AUSTRIA.

CECUNGUK2NYA BLINGSATAN SENDIRI. ....… https://t.co/N6nYIujTLx",FALSE,11,NA,2019-05-29 15:16:25,TRUE,NA,"1133753971623964674",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","01_TheWinner_",10,FALSE,FALSE,NA,NA
"Ditinggal Prabowo Subianto ke Dubai, Ternyata Sandiaga Uno Akan Pergi ke Amerika untuk Lakukan Hal Ini https://t.co/dfZCbWkKX9",FALSE,0,NA,2019-05-29 15:14:03,FALSE,NA,"1133753375080665088",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","VivaINDONESIA",0,FALSE,FALSE,NA,NA
"RT @do_ra_dong: Sebenarnya yang justru dikuatirkan adalah keselamatan Prabowo Subianto dan timnya 

Sudah dikriminalisasi, handphonenya dik…",FALSE,0,NA,2019-05-29 15:13:40,FALSE,NA,"1133753279941230599",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","callme_rayya",1026,TRUE,FALSE,NA,NA
"RT @tvOneNews: Sejumlah orang yang menamakan dirinya sebagai aktivis 98 melaporkan Capres 02 Prabowo Subianto dan sejumlah tokoh lain ke Ba…",FALSE,0,NA,2019-05-29 15:13:18,FALSE,NA,"1133753188371165184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tuan_muda_rino",18,TRUE,FALSE,NA,NA
"RT @mojokdotco: tetap semangat dan terus berkarya, Pak Prab~ #Terbaru #Pojokan https://t.co/OGOg0IDadx",FALSE,0,NA,2019-05-29 15:12:42,FALSE,NA,"1133753036176625665",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","filosofergagal",26,TRUE,FALSE,NA,NA
"RT @do_ra_dong: Sebenarnya yang justru dikuatirkan adalah keselamatan Prabowo Subianto dan timnya 

Sudah dikriminalisasi, handphonenya dik…",FALSE,0,NA,2019-05-29 15:12:11,FALSE,NA,"1133752904546787328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AnomWahyuNugro1",1026,TRUE,FALSE,NA,NA
"Calon wakil presiden, Sandiaga Uno, mengkonfirmasi kepergian Prabowo Subianto ke luar negeri. https://t.co/sVPpv2khg0",FALSE,0,NA,2019-05-29 15:11:15,FALSE,NA,"1133752669405884419",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","AgoesMawardy",0,FALSE,FALSE,NA,NA
"RT @do_ra_dong: Sebenarnya yang justru dikuatirkan adalah keselamatan Prabowo Subianto dan timnya 

Sudah dikriminalisasi, handphonenya dik…",FALSE,0,NA,2019-05-29 15:10:36,FALSE,NA,"1133752509359566848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TeguhAr42299229",1026,TRUE,FALSE,NA,NA
"RT @do_ra_dong: Sebenarnya yang justru dikuatirkan adalah keselamatan Prabowo Subianto dan timnya 

Sudah dikriminalisasi, handphonenya dik…",FALSE,0,NA,2019-05-29 15:09:06,FALSE,NA,"1133752130118938626",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MahardhikaGanna",1026,TRUE,FALSE,NA,NA
"RT @detikcom: Tim Hukum Prabowo Subianto-Sandiaga Uno menegaskan bukti yang diajukan pihaknya ke Mahkamah Konstitusi (MK) bukanlah abal-aba…",FALSE,0,NA,2019-05-29 15:08:56,FALSE,NA,"1133752086204637185",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Gajah_5eno",7,TRUE,FALSE,NA,NA
"RT @do_ra_dong: Sebenarnya yang justru dikuatirkan adalah keselamatan Prabowo Subianto dan timnya 

Sudah dikriminalisasi, handphonenya dik…",FALSE,0,NA,2019-05-29 15:08:32,FALSE,NA,"1133751987604926464",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","moneymag3",1026,TRUE,FALSE,NA,NA
"RT @do_ra_dong: Sebenarnya yang justru dikuatirkan adalah keselamatan Prabowo Subianto dan timnya 

Sudah dikriminalisasi, handphonenya dik…",FALSE,0,NA,2019-05-29 15:07:17,FALSE,NA,"1133751673363427328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","papamarcel75",1026,TRUE,FALSE,NA,NA
"RT @Ayaniulva: *Tentang Prabowo Subianto: Indonesia Bisa Bubar Dan Punah*

*Dr. Ahmad Yani*
Politisi dan Praktisi Hukum

*Tulisan 21 Desemb…",FALSE,0,NA,2019-05-29 15:06:22,FALSE,NA,"1133751440915042304",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","marlanramazan",120,TRUE,FALSE,NA,NA
"RT @do_ra_dong: Sebenarnya yang justru dikuatirkan adalah keselamatan Prabowo Subianto dan timnya 

Sudah dikriminalisasi, handphonenya dik…",FALSE,0,NA,2019-05-29 15:06:19,FALSE,NA,"1133751429607198721",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EdiSuhaili",1026,TRUE,FALSE,NA,NA
"RT @Ericssenw: 2019 Indonesian Presidential Election Map by regency and city (county).
Peta Kemenangan Pilpres 2019 berdasarkan Kabupaten/K…",FALSE,0,NA,2019-05-29 15:05:57,FALSE,NA,"1133751337961676800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RZIDN",133,TRUE,FALSE,NA,NA
"RT @tvOneNews: Sejumlah orang yang menamakan dirinya sebagai aktivis 98 melaporkan Capres 02 Prabowo Subianto dan sejumlah tokoh lain ke Ba…",FALSE,0,NA,2019-05-29 15:05:41,FALSE,NA,"1133751269032513537",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jawa73636356",18,TRUE,FALSE,NA,NA
"RT @do_ra_dong: Sebenarnya yang justru dikuatirkan adalah keselamatan Prabowo Subianto dan timnya 

Sudah dikriminalisasi, handphonenya dik…",FALSE,0,NA,2019-05-29 15:02:58,FALSE,NA,"1133750586120138752",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","imran_inyonk",1026,TRUE,FALSE,NA,NA
"RT @muchlis_ar: Suharto dibantu CIA jatuhin Soekarno.

Skrg Prabowo gandeng CIA plus KGB sekalian buat jatuhin Jokowi?

 https://t.co/NXduj…",FALSE,0,NA,2019-05-29 15:02:01,FALSE,NA,"1133750347569147905",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","fziarl",21,TRUE,FALSE,NA,NA
"RT @do_ra_dong: Sebenarnya yang justru dikuatirkan adalah keselamatan Prabowo Subianto dan timnya 

Sudah dikriminalisasi, handphonenya dik…",FALSE,0,NA,2019-05-29 14:59:49,FALSE,NA,"1133749794222903296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ferdian26145714",1026,TRUE,FALSE,NA,NA
"RT @do_ra_dong: Sebenarnya yang justru dikuatirkan adalah keselamatan Prabowo Subianto dan timnya 

Sudah dikriminalisasi, handphonenya dik…",FALSE,0,NA,2019-05-29 14:57:46,FALSE,NA,"1133749276243140610",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","tutnice",1026,TRUE,FALSE,NA,NA
"RT @do_ra_dong: Sebenarnya yang justru dikuatirkan adalah keselamatan Prabowo Subianto dan timnya 

Sudah dikriminalisasi, handphonenya dik…",FALSE,0,NA,2019-05-29 14:56:52,FALSE,NA,"1133749049109241856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mutiara96767958",1026,TRUE,FALSE,NA,NA
"RT @TolakBigotRI: Aktor-Aktor 22 Mei 2019 yang HARUS DITANGKAP dan DITAHAN:
1. PRABOWO SUBIANTO
2. SANDIAGA UNO
3. AMIEN RAIS
4. DAHNIL ANZ…",FALSE,0,NA,2019-05-29 14:53:19,FALSE,NA,"1133748157253242880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Topan216",1707,TRUE,FALSE,NA,NA
"Dirjen Imigrasi membenarkan bahwa Ketua Partai Gerindra, Prabowo Subianto bertolak ke Dubai menggunakan jet pribadi… https://t.co/4fCPAATP6t",FALSE,0,"MetroTVToday",2019-05-29 14:48:11,TRUE,"1133745413146664963","1133746865566969856","2895296804","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MetroTVToday",0,FALSE,FALSE,NA,NA
"RT @do_ra_dong: Sebenarnya yang justru dikuatirkan adalah keselamatan Prabowo Subianto dan timnya 

Sudah dikriminalisasi, handphonenya dik…",FALSE,0,NA,2019-05-29 14:47:10,FALSE,NA,"1133746611262066690",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SulistyonoM",1026,TRUE,FALSE,NA,NA
"RT @do_ra_dong: Sebenarnya yang justru dikuatirkan adalah keselamatan Prabowo Subianto dan timnya 

Sudah dikriminalisasi, handphonenya dik…",FALSE,0,NA,2019-05-29 14:46:47,FALSE,NA,"1133746514197540865",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Muhamma47912082",1026,TRUE,FALSE,NA,NA
"RT @do_ra_dong: Sebenarnya yang justru dikuatirkan adalah keselamatan Prabowo Subianto dan timnya 

Sudah dikriminalisasi, handphonenya dik…",FALSE,0,NA,2019-05-29 14:46:07,FALSE,NA,"1133746346983395334",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","People_fredom",1026,TRUE,FALSE,NA,NA
"RT @detikcom: Prabowo Subianto kini berada di Austria setelah sempat transit di Dubai. Perjalanan Prabowo ini disebut untuk mengurus bisnis…",FALSE,0,NA,2019-05-29 14:45:38,FALSE,NA,"1133746225503559680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HasibuanTogar",11,TRUE,FALSE,NA,NA
"RT @Ericssenw: 2019 Indonesian Presidential Election Map by regency and city (county).
Peta Kemenangan Pilpres 2019 berdasarkan Kabupaten/K…",FALSE,0,NA,2019-05-29 14:44:55,FALSE,NA,"1133746045014253574",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nanadyna_nana",133,TRUE,FALSE,NA,NA
"RT @kumparan: Sejumlah orang dekat Prabowo Subianto ditetapkan sebagai tersangka dalam kasus beragam. https://t.co/yUXG6YCpPN",FALSE,0,NA,2019-05-29 14:43:52,FALSE,NA,"1133745778072072192",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bintang_alfian",52,TRUE,FALSE,NA,NA
"RT @do_ra_dong: Sebenarnya yang justru dikuatirkan adalah keselamatan Prabowo Subianto dan timnya 

Sudah dikriminalisasi, handphonenya dik…",FALSE,0,NA,2019-05-29 14:43:38,FALSE,NA,"1133745719280455680",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Sumiyat53255125",1026,TRUE,FALSE,NA,NA
"RT @do_ra_dong: Sebenarnya yang justru dikuatirkan adalah keselamatan Prabowo Subianto dan timnya 

Sudah dikriminalisasi, handphonenya dik…",FALSE,0,NA,2019-05-29 14:42:14,FALSE,NA,"1133745369601282048",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nanafadya",1026,TRUE,FALSE,NA,NA
"RT @kumparan: Sejumlah orang dekat Prabowo Subianto ditetapkan sebagai tersangka dalam kasus beragam. https://t.co/yUXG6YCpPN",FALSE,0,NA,2019-05-29 14:42:06,FALSE,NA,"1133745335384256512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ir_hanapiah",52,TRUE,FALSE,NA,NA
"RT @kumparan: Sejumlah orang dekat Prabowo Subianto ditetapkan sebagai tersangka dalam kasus beragam. https://t.co/yUXG6YCpPN",FALSE,0,NA,2019-05-29 14:40:45,FALSE,NA,"1133744995968593920",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","anggiGintingg",52,TRUE,FALSE,NA,NA
"RT @do_ra_dong: Sebenarnya yang justru dikuatirkan adalah keselamatan Prabowo Subianto dan timnya 

Sudah dikriminalisasi, handphonenya dik…",FALSE,0,NA,2019-05-29 14:40:34,FALSE,NA,"1133744949780869125",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fionajasmine_78",1026,TRUE,FALSE,NA,NA
"RT @do_ra_dong: Sebenarnya yang justru dikuatirkan adalah keselamatan Prabowo Subianto dan timnya 

Sudah dikriminalisasi, handphonenya dik…",FALSE,0,NA,2019-05-29 14:35:59,FALSE,NA,"1133743795990745092",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RizalGilbran",1026,TRUE,FALSE,NA,NA
"RT @do_ra_dong: Sebenarnya yang justru dikuatirkan adalah keselamatan Prabowo Subianto dan timnya 

Sudah dikriminalisasi, handphonenya dik…",FALSE,0,NA,2019-05-29 14:35:40,FALSE,NA,"1133743714835152897",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","alfamotor",1026,TRUE,FALSE,NA,NA
"RT @tvOneNews: Sejumlah orang yang menamakan dirinya sebagai aktivis 98 melaporkan Capres 02 Prabowo Subianto dan sejumlah tokoh lain ke Ba…",FALSE,0,NA,2019-05-29 14:34:33,FALSE,NA,"1133743435704283136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","muchjoham",18,TRUE,FALSE,NA,NA
"RT @do_ra_dong: Sebenarnya yang justru dikuatirkan adalah keselamatan Prabowo Subianto dan timnya 

Sudah dikriminalisasi, handphonenya dik…",FALSE,0,NA,2019-05-29 14:32:59,FALSE,NA,"1133743040521068545",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haninhilbram",1026,TRUE,FALSE,NA,NA
"RT @do_ra_dong: Sebenarnya yang justru dikuatirkan adalah keselamatan Prabowo Subianto dan timnya 

Sudah dikriminalisasi, handphonenya dik…",FALSE,0,NA,2019-05-29 14:32:56,FALSE,NA,"1133743028256907265",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","iinkurnia79",1026,TRUE,FALSE,NA,NA
"RT @tvOneNews: Sejumlah orang yang menamakan dirinya sebagai aktivis 98 melaporkan Capres 02 Prabowo Subianto dan sejumlah tokoh lain ke Ba…",FALSE,0,NA,2019-05-29 14:31:26,FALSE,NA,"1133742650790514689",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","pooja_rani2",18,TRUE,FALSE,NA,NA
"RT @do_ra_dong: Sebenarnya yang justru dikuatirkan adalah keselamatan Prabowo Subianto dan timnya 

Sudah dikriminalisasi, handphonenya dik…",FALSE,0,NA,2019-05-29 14:31:16,FALSE,NA,"1133742610600693760",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","thomi_soebarkah",1026,TRUE,FALSE,NA,NA
"RT @kumparan: Sejumlah orang dekat Prabowo Subianto ditetapkan sebagai tersangka dalam kasus beragam. https://t.co/yUXG6YCpPN",FALSE,0,NA,2019-05-29 14:28:17,FALSE,NA,"1133741856968232960",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yudieka2",52,TRUE,FALSE,NA,NA
"RT @do_ra_dong: Sebenarnya yang justru dikuatirkan adalah keselamatan Prabowo Subianto dan timnya 

Sudah dikriminalisasi, handphonenya dik…",FALSE,0,NA,2019-05-29 14:28:10,FALSE,NA,"1133741826668519424",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","yeryagus",1026,TRUE,FALSE,NA,NA
"RT @detikcom: Prabowo Subianto kini berada di Austria setelah sempat transit di Dubai. Perjalanan Prabowo ini disebut untuk mengurus bisnis…",FALSE,0,NA,2019-05-29 14:26:28,FALSE,NA,"1133741402674696192",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Darul3701",11,TRUE,FALSE,NA,NA
"RT @do_ra_dong: Sebenarnya yang justru dikuatirkan adalah keselamatan Prabowo Subianto dan timnya 

Sudah dikriminalisasi, handphonenya dik…",FALSE,0,NA,2019-05-29 14:21:08,FALSE,NA,"1133740058459041796",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ell_Fathur24",1026,TRUE,FALSE,NA,NA
"Fakta 2 WNA Rusia yang Ikut Rombongan Prabowo Subianto, Fadli Zon Sebut Aneh Manifest Bocor.  #PrabowoSubianto… https://t.co/ogbwbAhmtX",FALSE,0,NA,2019-05-29 14:20:41,TRUE,NA,"1133739944055152640",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tribunkaltim",0,FALSE,FALSE,NA,NA
"RT @detikcom: Prabowo Subianto kini berada di Austria setelah sempat transit di Dubai. Perjalanan Prabowo ini disebut untuk mengurus bisnis…",FALSE,0,NA,2019-05-29 14:20:21,FALSE,NA,"1133739859661615104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JeAbdullah4",11,TRUE,FALSE,NA,NA
"RT @detikcom: Kuasa hukum pihak terkait Joko Widodo-Ma'ruf Amin, Yusril Ihza Mahendra menanggapi santai tuntutan Prabowo Subianto-Sandiaga…",FALSE,0,NA,2019-05-29 14:19:45,FALSE,NA,"1133739708545003520",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GedeBagusPutu1",37,TRUE,FALSE,NA,NA
"RT @detikcom: Prabowo Subianto kini berada di Austria setelah sempat transit di Dubai. Perjalanan Prabowo ini disebut untuk mengurus bisnis…",FALSE,0,NA,2019-05-29 14:18:17,FALSE,NA,"1133739340180230145",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","mymarthaa",11,TRUE,FALSE,NA,NA
"RT @detikcom: Polda Sumut memanggil Koordinator Juru Bicara BPN Prabowo Subianto dan Sandiaga Uno, Dahnil Anzar Simanjuntak, terkait kasus…",FALSE,0,NA,2019-05-29 14:17:39,FALSE,NA,"1133739180503183360",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GedeBagusPutu1",27,TRUE,FALSE,NA,NA
