"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"@TeddyGusnaidi TIPE SEORANG PRESIDEN NKRI IR. JOKO WIDODO SAMPAI DETIK INI BELUM TERKATEGORIKAN ORANG TIDAK JUJUR,… https://t.co/U9wwOH7pEg",FALSE,0,"TeddyGusnaidi",2019-05-29 16:04:42,TRUE,"1133381290886090753","1133766122526744577","478546649","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ShSitanggang",0,FALSE,FALSE,NA,NA
"Dapatkah kamu meluangkan waktu sebentar untuk membantu Ruby Cahyadi? https://t.co/uW30KUWjw5",FALSE,0,NA,2019-05-29 15:54:17,FALSE,NA,"1133763502588325889",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","RubyCahyadi",0,FALSE,FALSE,NA,NA
"Selalu bikin hati Adem setiap melihat Bpk presiden Jokowi berbicara 
.
.
.
Presiden Menjawab: Dialog Ledi Marina da… https://t.co/BrndrzNZMj",FALSE,0,NA,2019-05-29 14:37:18,TRUE,NA,"1133744128586596353",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","zivarazalea15",0,FALSE,FALSE,NA,NA
"Presiden Menjawab: Dialog Ledi Marina dan Joko Widodo di Istana Negara - SIS 29/05
8.559x ditonton

Like 893

Disli… https://t.co/jFCjP5w0pt",FALSE,0,NA,2019-05-29 14:33:06,TRUE,NA,"1133743071009628160",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","zivarazalea15",0,FALSE,FALSE,NA,NA
"RT @Kemenag_RI: Syamsuri Firdaus, Juara I MTQ Internasional di Istanbul Turki hari ini diterima Presiden Joko Widodo di Istana Negara. 

Fo…",FALSE,0,NA,2019-05-29 14:31:17,FALSE,NA,"1133742612937027585",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","meta_ayuni",35,TRUE,FALSE,NA,NA
"RT @SuaraRakyat_RI: Sikap negarawan dan patriotisme kita lihat dari sosok 
IR. Soekarno
HM. Soeharto
Gus Dur
Dengan menempatkan posisi raky…",FALSE,0,NA,2019-05-29 14:25:45,FALSE,NA,"1133741219912142848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yanuarsiwerr",1554,TRUE,FALSE,NA,NA
"RT @detikcom: Polres Jakarta Barat menangkap Jerry Duane Gray (59), pria bule yang menuding pemerintahan Joko Widodo komunis. Siapakah soso…",FALSE,0,NA,2019-05-29 14:18:36,FALSE,NA,"1133739422065684480",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GedeBagusPutu1",24,TRUE,FALSE,NA,NA
"Ini kandungan surat Al Fatihah arasemen di buat 27 Mei 2019 ,untuk Bapak Joko Widodo semoga sukses https://t.co/vtUPbZtSHu",FALSE,0,NA,2019-05-29 14:14:15,FALSE,NA,"1133738325108330496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","zuro92473459",0,FALSE,FALSE,NA,NA
"RT @Cinta_Iam: Semua orang udah tau kalo pak Joko Widodo undang Syamsuri Firdaus pemenang Musabaqah Tilawatil Quran (MTQ) Internasional ke-…",FALSE,0,NA,2019-05-29 14:12:12,FALSE,NA,"1133737809267662849",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sig4rpenjalin",38,TRUE,FALSE,NA,NA
"ini bersama Presiden Republik Indonesia Joko Widodo di Istana Negara, Senin (3/7/2017).",FALSE,0,NA,2019-05-29 14:11:46,FALSE,NA,"1133737703470555136",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","camelia_imoet",0,FALSE,FALSE,NA,NA
"Presiden Menjawab: Dialog Ledi Marina dan Joko Widodo di Istana Negara -... https://t.co/aPGWHIKTno via @YouTube",FALSE,0,NA,2019-05-29 14:11:01,FALSE,NA,"1133737511455354880",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Bulemasyadi1",0,FALSE,FALSE,NA,NA
"@jokowi Sukses slalu bapak presiden joko widodo,salam dari maluku tengah desa waimusi kec seram utara timur kobi prop malulu",FALSE,0,"jokowi",2019-05-29 14:00:33,FALSE,"1133702925006528513","1133734879466741760","366987179","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Iwan72938790",0,FALSE,FALSE,NA,NA
"Saya baru saja menandatangani petisi ""Joko Widodo: STOP ARREST OF INDONESIAN PEOPLE’S HUMAN RIGHT TO VOICE INVESTIG… https://t.co/avLzgKyX6d",FALSE,1,NA,2019-05-29 13:57:47,TRUE,NA,"1133734182700503040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","eaminmo",1,FALSE,FALSE,NA,NA
"Pernyataan Sikap Front Perjuangan Rakyat Terhadap Pengumuman Hasil Pemilu dan Tindasan Fasis Pemerintah Joko Widodo… https://t.co/8W9kahMZ7a",FALSE,0,NA,2019-05-29 13:49:24,TRUE,NA,"1133732074744143873",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","sdmnindonesia",0,FALSE,FALSE,NA,NA
"Fahri Hamzah: Masyarakat tolak Presiden terpilih 2019 Joko Widodo. - Tandatangani Petisi! https://t.co/VZnDjMmCyQ lewat @ChangeOrg_ID",FALSE,0,NA,2019-05-29 13:34:42,FALSE,NA,"1133728373006454785",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lakistyle",0,FALSE,FALSE,NA,NA
"@jokowi Tolong dong pak Joko Widodo Madiun d bangun BANDARA KOMERSIL",FALSE,0,"jokowi",2019-05-29 13:09:05,FALSE,"1116179387408244736","1133721925883006976","366987179","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","agusaryori",0,FALSE,FALSE,NA,NA
"Presiden Joko Widodo. : Kita ini bukan sedang membangun bisnis, tetapi membangun negara,"" https://t.co/zv24jCr6FL",FALSE,0,NA,2019-05-29 13:05:29,FALSE,NA,"1133721018839658499",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","MIMerstweet",0,FALSE,FALSE,NA,NA
"@BiasaDamai @RustamIbrahim tinggal dilihat, soeharto, 11 maret 1998 dilantik, 21 mei 1998 tumbang, demikian juga dg… https://t.co/ik2nM41sll",FALSE,0,"BiasaDamai",2019-05-29 12:58:52,TRUE,"1133677900492812290","1133719355244441600","257383741","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","bululero",0,FALSE,FALSE,NA,NA
"@jokowi Presiden  Ir Joko Widodo pribadi tampil apa adanya, kalem, tidak mudah emosional, tidak mudah marah, dan so… https://t.co/r46pukeLtq",FALSE,0,"jokowi",2019-05-29 12:52:45,TRUE,"1133702925006528513","1133717815985238016","366987179","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DetikVisi",0,FALSE,FALSE,NA,NA
"@mela_firdaust Semoga umurmu sampai Oktober 2019 supaya bisa menyaksikan langsung dengan mata sendiri saat IR. H. J… https://t.co/fFEZZB6E9n",FALSE,27,"mela_firdaust",2019-05-29 12:48:23,TRUE,"1133676519807524864","1133716716918255622","316363474","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","noroddien",1,FALSE,FALSE,NA,NA
"Cabut Status WNI Rizieq Shihab - Tandatangani Petisi! https://t.co/0E01hBoYxG via @ChangeOrg_ID",FALSE,0,NA,2019-05-29 12:41:58,FALSE,NA,"1133715101683396608",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","vanchaQep",0,FALSE,FALSE,NA,NA
"@korantempo Terima kasih! Presiden Joko Widodo adalah asset bangsa yang kita banggakan...!",FALSE,0,"korantempo",2019-05-29 12:38:20,FALSE,"1133676951326011394","1133714189082456065","20963426","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","JohannesAwonda3",0,FALSE,FALSE,NA,NA
"RT @OfficialiNewsTV: Presiden Joko Widodo memberikan penghargaan kepada Syamsuri Firdaus juara satu MTQ Internasional di Turki. #SyamsuriFi…",FALSE,0,NA,2019-05-29 12:18:58,FALSE,NA,"1133709314844061696",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","syaiffan33",4,TRUE,FALSE,NA,NA
"Fahri Hamzah: Masyarakat tolak Presiden terpilih 2019 Joko Widodo. - Tandatangani Petisi! https://t.co/4Hj4UiNVVr lewat @ChangeOrg_ID",FALSE,0,NA,2019-05-29 12:10:56,FALSE,NA,"1133707293155971073",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","e_vanns",0,FALSE,FALSE,NA,NA
"Rest Area ini pernah ditinjau langsung oleh Presiden Joko Widodo. Kapan kamu mampir kesini juga? https://t.co/0GcmNY9XLw",FALSE,0,NA,2019-05-29 12:01:03,FALSE,NA,"1133704805573177344",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","travelingyukcom",0,FALSE,FALSE,NA,NA
"1. Pengamat politik, Fachry Ali menganggap kemenangan Joko Widodo di Pilpres 2019 tidak terlepas dari kontribusi Na… https://t.co/4x8fleu3wl",FALSE,0,NA,2019-05-29 12:00:03,TRUE,NA,"1133704553612791808",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","a_k1n9",0,FALSE,FALSE,NA,NA
"Berawal dari 2014. 
Indonesia, ..GasPol!!
""Terus bikin kami SEMUA bangga, Pak Presiden Joko Widodo!""
#TheMan
<U+0001F1EE><U+0001F1E9><U+0001F44D> https://t.co/ggNvtoajpJ",FALSE,0,NA,2019-05-29 11:45:49,FALSE,NA,"1133700972356689921",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","EvertPo",0,FALSE,FALSE,NA,NA
"“Saya Butuh Menteri Eksekutor” - Joko Widodo https://t.co/aYrq1iAzee via @KATADATAcoid",FALSE,3,NA,2019-05-29 11:27:32,FALSE,NA,"1133696369653211136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","andreOPA",1,FALSE,FALSE,NA,NA
"RT @PakarLogika: Negara memberikan kuasa kepada Presiden RI (Joko Widodo) untuk merebut kembali uang yang diselewengkan Yayasan Supersemar.",FALSE,0,NA,2019-05-29 11:26:16,FALSE,NA,"1133696050575790081",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MeisyMustofa",201,TRUE,FALSE,NA,NA
"Fahri Hamzah: Masyarakat tolak Presiden terpilih 2019 Joko Widodo. - Tandatangani Petisi! https://t.co/kT7a7mtzTg via @ChangeOrg_ID",FALSE,0,NA,2019-05-29 11:25:04,FALSE,NA,"1133695750376833024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CameliaEry",0,FALSE,FALSE,NA,NA
"Presiden Joko Widodo menilai keputusan pelarangan terbang sementara pesawat jenis Boeing 737-8 MAX di Indonesia, se… https://t.co/bOACcXjMeQ",FALSE,0,NA,2019-05-29 11:20:43,TRUE,NA,"1133694653390135296",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","JovaVanesha",0,FALSE,FALSE,NA,NA
"Siapa yg akan dipilih @jokowi di kabinet mendatang--&gt; (Wawancara Khusus) “Saya Butuh Menteri Eksekutor” - Joko Wido… https://t.co/Vz4y9fBAlG",FALSE,3,NA,2019-05-29 11:13:25,TRUE,NA,"1133692819275599872",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","metta_ds",2,FALSE,FALSE,NA,NA
"RT @vaLentfun21: @jokowi Selamat Kepada Bapak Presiden Joko Widodo Dan Bapak https://t.co/PNMvyFQfeb'ruf Amin Atas Terpilihnya kembali Seba…",FALSE,0,NA,2019-05-29 10:44:23,FALSE,NA,"1133685510235312128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Frizaswshn",39,TRUE,FALSE,NA,NA
"@jokowi kita bersyukur mempunyai pemimpin seperti Presiden Joko Widodo yg mengerti kemauan rakyatnya",FALSE,0,"jokowi",2019-05-29 10:38:52,FALSE,"1133537444257624064","1133684125347377152","366987179","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ErfanR10",0,FALSE,FALSE,NA,NA
"_*JIKA JOKOWI TIDAK MUNDUR, JUTAAN RAKYAT AKAN TURUN  KE JALAN.*_

_By : Bennei Akbar Fatah._

_*Joko Widodo sebaik… https://t.co/oPGPfhUjsz",FALSE,0,NA,2019-05-29 10:36:59,TRUE,NA,"1133683647435890690",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","jazuliku",0,FALSE,FALSE,NA,NA
"Bapake rakyat Indonesia getol banget carinya duit buat kesejahteraan rakyat semua...

Sampai duit yg ditilep dalam… https://t.co/YNdM0rLpVi",FALSE,6,NA,2019-05-29 10:36:45,TRUE,NA,"1133683591659966464",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yuyemelek01a",0,FALSE,FALSE,NA,NA
"@01_TheWinner_ ""Alhamdulillah""penyebar hoax akhirnya ditangkap""dan semoga saja penyebar fitnah2..mati dengan mulut… https://t.co/WPPEkearcp",FALSE,1,"01_TheWinner_",2019-05-29 10:36:27,TRUE,"1133677818284396544","1133683514556145664","915546720401891328","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JokoAsm38566809",0,FALSE,FALSE,NA,NA
"@andreasharsono @jokowi Bapake rakyat Indonesia carinya duit getol banget buat anak anak bangsa Indonesia semua...… https://t.co/mfl3F3EIOU",FALSE,5,"andreasharsono",2019-05-29 10:31:59,TRUE,"1133532998509273088","1133682390990090241","25250613","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yuyemelek01a",0,FALSE,FALSE,NA,NA
"Presiden Joko Widodo (Jokowi) mengundang Usma ke Istana Merdeka, Jakarta, Senin (27/5/2019). 
https://t.co/dX7kEdkCOv",FALSE,0,NA,2019-05-29 10:22:00,FALSE,NA,"1133679877628973057",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","suaradotcom",0,FALSE,FALSE,NA,NA
"RT @infoGRESIK: Selamat pagi, Rek. Presiden Joko Widodo menetapkan cuti bersama PNS pada tanggal 3, 4, dan 7 Juni 2019. Jadi kantor pemerin…",FALSE,0,NA,2019-05-29 10:16:29,FALSE,NA,"1133678489607925762",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","eungojin",8,TRUE,FALSE,NA,NA
"RT @misbah2110: Joko Widodo: Cabut Status WNI Rizieq Shihab - Tandatangani Petisi! https://t.co/Nh1CBJVRJP lewat @ChangeOrg_ID",FALSE,0,NA,2019-05-29 10:11:24,FALSE,NA,"1133677212136198144",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Solihinm4",41,TRUE,FALSE,NA,NA
"Negara n bngsa niy bakalan aman apbl trcapai hrapan yg tertuang dlam Petisi ini. TTD Petisi, http:/â€¦ :… https://t.co/P5E0g6KaJV",FALSE,0,NA,2019-05-29 09:56:16,TRUE,NA,"1133673404001705986",NA,"<a href=""https://chrome.google.com/extensions/detail/encaiiljifbdbjlphpgpiimidegddhic"" rel=""nofollow"">Silver Bird</a>","ErryZidan1",0,FALSE,FALSE,NA,NA
"benua dan spesies ini mau Aliansi Masyarakat Adat Nusantara jika berhasil angan-angan nan tertuang di dalam gugatan… https://t.co/EqVLZY8hdc",FALSE,0,NA,2019-05-29 09:56:07,TRUE,NA,"1133673363463757824",NA,"<a href=""http://www.mixero.com"" rel=""nofollow"">Mixero</a>","cathy_michele",0,FALSE,FALSE,NA,NA
"Negara n bgsa iniih bkl aman apbla trcapai hrpn yg tertuang dlm Petisi ini. TTD Petisi, http:/ :… https://t.co/yLX2xIqczR",FALSE,0,NA,2019-05-29 09:55:56,TRUE,NA,"1133673319356440576",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster</a>","ErinAlicia6",0,FALSE,FALSE,NA,NA
"desa dan kelas ini hendak Aliansi Masyarakat Adat Nusantara kalau jadi intensi nan tertuang di dalam permintaan ini… https://t.co/SIr3ub3pd6",FALSE,0,NA,2019-05-29 09:55:50,TRUE,NA,"1133673291866988546",NA,"<a href=""http://www.superinhuman.com/badkitty"" rel=""nofollow"">Bad Kitty</a>","JamileVeronica2",0,FALSE,FALSE,NA,NA
"Negara &amp; bngsa iniih bkl aman apbl trcapai hrapn yng tertuang dlm Petisi ini. TTD Petisi, http:/ :… https://t.co/jeIaGnhWvh",FALSE,0,NA,2019-05-29 09:55:41,TRUE,NA,"1133673255007481856",NA,"<a href=""https://sites.google.com/site/tweentwitterclient/"" rel=""nofollow"">Tween</a>","MeganAlicia16",0,FALSE,FALSE,NA,NA
"RT @detikcom: Pasangan Joko Widodo (Jokowi)-Ma'ruf Amin menjadi pemenang Pilpres 2019. https://t.co/vnTO0GMM0O",FALSE,0,NA,2019-05-29 09:55:34,FALSE,NA,"1133673226477887488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Arefnugroho3",5862,TRUE,FALSE,NA,NA
"daerah dan spesies ini bakal Aliansi Masyarakat Adat Nusantara bila makbul angan-angan nan tertuang di dalam gugata… https://t.co/fmupuPYXee",FALSE,0,NA,2019-05-29 09:55:33,TRUE,NA,"1133673221906034688",NA,"<a href=""https://chrome.google.com/extensions/detail/encaiiljifbdbjlphpgpiimidegddhic"" rel=""nofollow"">Silver Bird</a>","AnitaAp87309260",0,FALSE,FALSE,NA,NA
"Negara &amp; bngsa iniih bakalan aman apbla trcapai hrpn yng tertuang dlm Petisi ini. TTD Petisi, http:/ :… https://t.co/gYYymEzfig",FALSE,0,NA,2019-05-29 09:55:22,TRUE,NA,"1133673177081470977",NA,"<a href=""http://www.mixero.com"" rel=""nofollow"">Mixero</a>","AprilLeslie7",0,FALSE,FALSE,NA,NA
"tanah air dan kelompok ini mau Aliansi Masyarakat Adat Nusantara kalau teraih tujuan nan tertuang di dalam gugatan… https://t.co/7EvTcTgMYd",FALSE,0,NA,2019-05-29 09:55:14,TRUE,NA,"1133673144579792899",NA,"<a href=""http://www.mixero.com"" rel=""nofollow"">Mixero</a>","FredBru84183267",0,FALSE,FALSE,NA,NA
"Negara dn bgsa infstruktur bkl aman apbla trcapai hrapn yng tertuang dlam Petisi ini. TTD Petisi, ling:… https://t.co/2ZzETmfRC1",FALSE,0,NA,2019-05-29 09:55:06,TRUE,NA,"1133673111075713025",NA,"<a href=""http://krile2.starwing.net/"" rel=""nofollow"">Krile2</a>","FredBilly11",0,FALSE,FALSE,NA,NA
"dunia dan anak ini hendak Aliansi Masyarakat Adat Nusantara jika terlaksana pamrih nan tertuang di dalam gugatan in… https://t.co/Lk16TNSxcS",FALSE,0,NA,2019-05-29 09:55:00,TRUE,NA,"1133673082978091008",NA,"<a href=""https://sites.google.com/site/tweentwitterclient/"" rel=""nofollow"">Tween</a>","AnggunAggraiin",0,FALSE,FALSE,NA,NA
"Negara &amp; bngsa iniih akn aman apbla trcapai hrpn yg tertuang dlam Petisi ini. TTD Petisi, http:/â€¦ :… https://t.co/MlAOwv9gEZ",FALSE,0,NA,2019-05-29 09:54:52,TRUE,NA,"1133673049662746626",NA,"<a href=""https://sites.google.com/site/tweentwitterclient/"" rel=""nofollow"">Tween</a>","AnnisaUtamiii1",0,FALSE,FALSE,NA,NA
"tanah tumpah darah dan go-longan ini hendak Aliansi Masyarakat Adat Nusantara bila kesampaian tumpuan nan tertuang… https://t.co/6zOVEyoYbY",FALSE,0,NA,2019-05-29 09:54:43,TRUE,NA,"1133673014611009536",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster</a>","AndinaSaraswat6",0,FALSE,FALSE,NA,NA
"Negara &amp; bngsa nie bkl aman apbl trcapai hrpn yng tertuang dlm Petisi ini. TTD Petisi, ling:https://t.co/XCPCi2UooH… https://t.co/a1J9EzKJZV",FALSE,0,NA,2019-05-29 09:54:36,TRUE,NA,"1133672984508477440",NA,"<a href=""https://chrome.google.com/extensions/detail/encaiiljifbdbjlphpgpiimidegddhic"" rel=""nofollow"">Silver Bird</a>","NabilaPuttrii1",0,FALSE,FALSE,NA,NA
"wilayah dan go-longan ini bakal Aliansi Masyarakat Adat Nusantara bila terkabul pamrih nan tertuang di dalam permoh… https://t.co/svqMihmo8k",FALSE,0,NA,2019-05-29 09:54:21,TRUE,NA,"1133672919270191104",NA,"<a href=""http://www.superinhuman.com/badkitty"" rel=""nofollow"">Bad Kitty</a>","AkmalLutfi4",0,FALSE,FALSE,NA,NA
"Negara dn bngsa ne akn aman apbla trcapai hrapn yg tertuang dlam Petisi ini. TTD Petisi, http:/â€¦ :… https://t.co/sNv9EH7AVT",FALSE,0,NA,2019-05-29 09:54:11,TRUE,NA,"1133672876991639552",NA,"<a href=""http://www.superinhuman.com/badkitty"" rel=""nofollow"">Bad Kitty</a>","Mayaa33993514",0,FALSE,FALSE,NA,NA
"jajahan dan kategori ini mau Aliansi Masyarakat Adat Nusantara kalau gol maksud nan tertuang di dalam permintaan in… https://t.co/Jje2O7ATC4",FALSE,0,NA,2019-05-29 09:54:04,TRUE,NA,"1133672849397313537",NA,"<a href=""https://sites.google.com/site/tweentwitterclient/"" rel=""nofollow"">Tween</a>","MilaAul11605465",0,FALSE,FALSE,NA,NA
"Negara dn bngsa ne bakalan aman apbla trcapai hrapn yng tertuang dlm Petisi ini. TTD Petisi, http:/ :… https://t.co/3v1VtJvpNi",FALSE,0,NA,2019-05-29 09:53:56,TRUE,NA,"1133672814710468613",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster</a>","Radenn50626315",0,FALSE,FALSE,NA,NA
"wilayah dan keturunan ini mau Aliansi Masyarakat Adat Nusantara kalau teraih andalan nan tertuang di dalam gugatan… https://t.co/jCZ4TU6GUO",FALSE,0,NA,2019-05-29 09:53:47,TRUE,NA,"1133672778832343041",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster</a>","Hidayat55737173",0,FALSE,FALSE,NA,NA
"Negara &amp; bgsa ni bkl aman apbl trcapai hrapan yng tertuang dlm Petisi ini. TTD Petisi, ling:https://t.co/AOLH4bTrlP… https://t.co/Djk9QafixM",FALSE,0,NA,2019-05-29 09:53:36,TRUE,NA,"1133672730182672384",NA,"<a href=""https://sites.google.com/site/tweentwitterclient/"" rel=""nofollow"">Tween</a>","Aishara05108168",0,FALSE,FALSE,NA,NA
"benua dan famili ini hendak Aliansi Masyarakat Adat Nusantara jika makbul cita-cita nan tertuang di dalam gugatan i… https://t.co/C2fWXWQxNA",FALSE,0,NA,2019-05-29 09:53:29,TRUE,NA,"1133672702860939264",NA,"<a href=""http://www.mixero.com"" rel=""nofollow"">Mixero</a>","Airaput29079523",0,FALSE,FALSE,NA,NA
